シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
,レウスグリーヴβ,6,2,2,1,0,48,48,3,1,-2,1,-3,鱗重ねの工夫,1,火竜の力,1,回避性能,2,,,,
,シーウーグリーヴα,6,2,1,0,0,48,48,1,1,1,-3,2,革細工の柔性,1,暗器蛸の力,1,巧撃,1,急襲,1,,
,シーウーグリーヴβ,6,2,2,1,0,48,48,1,1,1,-3,2,革細工の滑性,1,暗器蛸の力,1,巧撃,1,,,,
,ガライーブーツα,6,1,1,1,0,44,44,0,5,0,0,0,革細工の柔性,1,水耐性,1,ハンター生活,1,,,,
,ドーベルグリーヴα,7,2,2,0,0,56,56,-2,0,-1,-1,4,体術,1,キノコ大好き,2,,,,,,
,ダマスクグリーヴα,7,3,0,0,0,56,56,4,-2,0,0,0,広域化,1,アイテム使用強化,2,,,,,,
,ダハディラグリーヴα,7,1,0,0,0,60,60,-3,2,-1,2,-1,ヌシの誇り,1,凍峰竜の反逆,1,挑戦者,2,耐震,1,,
,ダハディラグリーヴβ,7,2,0,0,0,60,60,-3,2,-1,2,-1,ヌシの憤激,1,凍峰竜の反逆,1,挑戦者,2,,,,
,レダゼルトグリーヴα,7,3,0,0,0,60,60,0,-2,4,-3,0,ヌシの誇り,1,煌雷竜の力,1,力の解放,1,渾身,1,,
,レダゼルトグリーヴβ,7,3,1,1,0,60,60,0,-2,4,-3,0,ヌシの憤激,1,煌雷竜の力,1,力の解放,1,,,,
,トゥナムルグリーヴα,7,3,0,0,0,60,60,-1,4,-3,0,0,ヌシの誇り,1,波衣竜の守護,1,フルチャージ,1,整備,1,,
,トゥナムルグリーヴβ,7,3,1,1,0,60,60,-1,4,-3,0,0,ヌシの憤激,1,波衣竜の守護,1,フルチャージ,1,,,,
,エグゾルスグリーヴα,7,3,0,0,0,60,60,5,-4,0,1,0,ヌシの誇り,1,獄焔蛸の反逆,1,連撃,1,風圧耐性,2,,
,エグゾルスグリーヴβ,7,3,1,0,0,60,60,5,-4,0,1,0,ヌシの憤激,1,獄焔蛸の反逆,1,連撃,1,風圧耐性,1,,
,ゴアグリーヴα,7,3,1,0,0,60,60,-2,3,-1,2,-1,鱗張りの技法,1,黒蝕竜の力,1,無我の境地,1,ひるみ軽減,2,,
,ゴアグリーヴβ,7,3,1,1,0,60,60,-2,3,-1,2,-1,鱗重ねの工夫,1,黒蝕竜の力,1,無我の境地,1,ひるみ軽減,1,,
,調査団グリーヴα,7,1,0,0,0,44,44,2,2,0,0,0,挑戦者,1,耳栓,1,,,,,,
,クナファチャプスα,7,2,0,0,0,44,44,1,1,4,1,1,先達の導き,1,広域化,1,オトモへの采配,1,,,,
,アズズパンツα,7,2,1,1,0,44,44,4,1,1,1,1,先達の導き,1,地質学,3,,,,,,
,シルドコートα,7,2,0,0,0,44,44,1,1,1,1,4,先達の導き,1,広域化,4,,,,,,
,デスギアフェルゼα,7,2,1,0,0,44,44,3,2,-2,3,4,先達の導き,1,逆恨み,1,気絶耐性,2,,,,
,パピメルガンバα,7,2,0,0,0,44,44,-1,-1,2,0,2,先達の導き,1,体術,1,回避性能,1,体力回復量ＵＰ,2,,
,オウビートガンバα,7,2,0,0,0,44,44,-1,-1,2,0,2,先達の導き,1,火事場力,1,鎖刃刺撃,1,毒耐性,1,,
,ハイメタグリーヴα,7,2,0,0,0,44,44,0,-1,-2,3,0,先達の導き,1,ひるみ軽減,3,裂傷耐性,3,,,,
,バトルグリーヴα,7,2,0,0,0,44,44,2,-1,-1,0,0,先達の導き,1,ランナー,3,体術,2,,,,
,メルホアライースα,7,2,0,0,0,44,44,0,1,3,0,0,先達の導き,1,キノコ大好き,3,,,,,,
,アーティアグリーヴα,7,2,0,0,0,44,44,1,-2,-2,2,3,護竜の守り,1,鎖刃刺撃,1,耐震,2,,,,
,ギルドエースブーツα,7,3,0,0,0,60,60,2,2,2,2,2,フルチャージ,1,攻勢,1,体術,1,,,,
,シュバルカグリーヴα,8,2,1,0,0,66,66,2,0,-1,0,-3,毛皮の昂揚,1,鎖刃竜の飢餓,1,属性変換,1,納刀術,2,,
,シュバルカグリーヴβ,8,3,1,0,0,66,66,2,0,-1,0,-3,毛皮の誘惑,1,鎖刃竜の飢餓,1,属性変換,1,納刀術,1,,
,護鎖刃竜グリーヴα,8,0,0,0,0,66,66,2,0,-1,0,-4,護竜の脈動,1,護鎖刃竜の命脈,1,属性吸収,2,弱点特効,1,,
,護鎖刃竜グリーヴβ,8,2,1,0,0,66,66,2,0,-1,0,-4,護竜の守り,1,護鎖刃竜の命脈,1,属性吸収,1,弱点特効,1,,
