シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
,ゴアコイルα,7,3,1,0,0,60,60,-2,3,-1,2,-1,鱗張りの技法,1,黒蝕竜の力,1,体術,2,無我の境地,1,,
,ゴアコイルβ,7,3,2,0,0,60,60,-2,3,-1,2,-1,鱗重ねの工夫,1,黒蝕竜の力,1,体術,2,,,,
,調査団コイルα,7,1,0,0,0,44,44,2,2,0,0,0,挑戦者,1,整備,1,,,,,,
,クナファベルトα,7,2,0,0,0,44,44,1,1,4,1,1,先達の導き,1,早食い,2,オトモへの采配,1,,,,
,スージャの腰帯α,7,2,1,1,0,44,44,1,1,1,4,1,先達の導き,1,精霊の加護,3,,,,,,
,デスギアナーベルα,7,2,1,0,0,44,44,3,2,-2,3,4,先達の導き,1,逆恨み,1,威嚇,2,,,,
,パピメルアンカα,7,2,0,0,0,44,44,-1,-1,2,0,2,先達の導き,1,体術,1,回避性能,1,回避距離ＵＰ,1,,
,オウビートアンカα,7,2,0,0,0,44,44,-1,-1,2,0,2,先達の導き,1,火事場力,1,鎖刃刺撃,1,麻痺耐性,1,,
,ハイメタコイルα,7,2,0,0,0,44,44,0,-1,-2,3,0,先達の導き,1,ボマー,3,水場・油泥適応,2,,,,
,バトルコイルα,7,2,0,0,0,44,44,2,-1,-1,0,0,先達の導き,1,アイテム使用強化,3,拘束耐性,2,,,,
,メルホアオッハα,7,2,0,0,0,44,44,0,1,3,0,0,先達の導き,1,体力回復量ＵＰ,3,裂傷耐性,2,,,,
,アーティアコイルα,7,2,0,0,0,44,44,1,-2,-2,2,3,護竜の守り,1,鎖刃刺撃,1,風圧耐性,2,,,,
,ギルドエースコイルα,7,3,0,0,0,60,60,2,2,2,2,2,フルチャージ,1,攻勢,1,体術,1,,,,
,シュバルカコイルα,8,1,0,0,0,66,66,2,0,-1,0,-3,毛皮の昂揚,1,鎖刃竜の飢餓,1,弱点特効,2,回復速度,2,,
,シュバルカコイルβ,8,1,1,0,0,66,66,2,0,-1,0,-3,毛皮の誘惑,1,鎖刃竜の飢餓,1,弱点特効,2,回復速度,1,,
,護鎖刃竜コイルα,8,0,0,0,0,66,66,2,0,-1,0,-4,護竜の脈動,1,護鎖刃竜の命脈,1,鎖刃刺撃,2,属性吸収,1,,
,護鎖刃竜コイルβ,8,2,1,0,0,66,66,2,0,-1,0,-4,護竜の守り,1,護鎖刃竜の命脈,1,鎖刃刺撃,2,,,,
