シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
,プポルグリーヴβ,5,2,0,0,0,36,70,0,-3,0,0,1,革細工の滑性,1,広域化,2,,,,,,
,コンガグリーヴα,5,0,0,0,0,36,70,-3,1,1,-1,2,毛皮の昂揚,1,キノコ大好き,1,連撃,1,,,,
,コンガグリーヴβ,5,2,0,0,0,36,70,-3,1,1,-1,2,毛皮の誘惑,1,連撃,1,,,,,,
,バーラグリーヴα,5,1,1,0,0,38,72,-1,2,-3,1,1,鱗張りの技法,1,回避距離ＵＰ,1,地質学,1,,,,
,バーラグリーヴβ,5,1,1,1,0,38,72,-1,2,-3,1,1,鱗重ねの工夫,1,回避距離ＵＰ,1,,,,,,
,レイアグリーヴα,5,0,0,0,0,38,72,2,0,-2,0,-3,鱗張りの技法,1,攻勢,1,回復速度,2,,,,
,レイアグリーヴβ,5,1,0,0,0,38,72,2,0,-2,0,-3,鱗重ねの工夫,1,攻勢,1,回復速度,1,,,,
,スキュラグリーヴα,5,1,0,0,0,38,72,-2,2,-2,1,2,甲虫の知らせ,1,急襲,1,睡眠耐性,1,,,,
,スキュラグリーヴβ,5,2,1,0,0,38,72,-2,2,-2,1,2,甲虫の擬態,1,睡眠耐性,1,,,,,,
,ヒラバミグリーヴα,5,1,0,0,0,38,72,-3,2,-2,3,0,鱗張りの技法,1,氷耐性,1,フルチャージ,1,,,,
,ヒラバミグリーヴβ,5,2,0,0,0,38,72,-3,2,-2,3,0,鱗重ねの工夫,1,フルチャージ,1,,,,,,
,ドシャグマグリーヴα,6,2,1,0,0,48,74,-3,2,-1,-1,4,毛皮の昂揚,1,闢獣の力,1,満足感,1,体力回復量ＵＰ,2,,
,ドシャグマグリーヴβ,6,2,1,1,0,48,74,-3,2,-1,-1,4,毛皮の誘惑,1,闢獣の力,1,満足感,1,体力回復量ＵＰ,1,,
,護雷顎竜グリーヴα,6,1,0,0,0,48,74,-1,-1,2,-3,-2,護竜の脈動,1,雷顎竜の闘志,1,災禍転福,1,スタミナ急速回復,2,,
,護雷顎竜グリーヴβ,6,2,1,0,0,48,74,-1,-1,2,-3,-2,護竜の守り,1,雷顎竜の闘志,1,災禍転福,1,スタミナ急速回復,1,,
,インゴットグリーヴα,6,2,0,0,0,44,70,-2,0,3,-1,0,風圧耐性,1,逆恨み,1,,,,,,
,アジャラグリーヴα,6,0,0,0,0,48,74,3,-3,1,-2,0,毛皮の昂揚,1,破壊王,2,逆恨み,1,,,,
,アジャラグリーヴβ,6,1,1,0,0,48,74,3,-3,1,-2,0,毛皮の誘惑,1,破壊王,2,,,,,,
,ブランゴグリーヴα,6,1,1,0,0,48,74,-4,1,0,4,0,毛皮の昂揚,1,雪獅子の闘志,1,挑戦者,1,逆襲,1,,
,ブランゴグリーヴβ,6,2,2,0,0,48,74,-4,1,0,4,0,毛皮の誘惑,1,雪獅子の闘志,1,挑戦者,1,,,,
,護闢獣グリーヴα,6,2,0,0,0,48,74,-3,2,-1,-2,2,護竜の脈動,1,闢獣の力,1,火事場力,1,体術,2,,
,護闢獣グリーヴβ,6,2,1,0,0,48,74,-3,2,-1,-2,2,護竜の守り,1,闢獣の力,1,火事場力,1,体術,1,,
,護火竜グリーヴα,6,1,0,0,0,48,74,3,1,-2,1,-5,護竜の脈動,1,火竜の力,1,弱点特効,1,風圧耐性,2,,
,護火竜グリーヴβ,6,2,0,0,0,48,74,3,1,-2,1,-5,護竜の守り,1,火竜の力,1,弱点特効,1,風圧耐性,1,,
,グラビドグリーヴα,6,2,1,0,0,52,78,4,-3,1,0,-2,鱗張りの技法,1,鎧竜の守護,1,耐震,2,回復速度,1,,
,グラビドグリーヴβ,6,2,2,0,0,52,78,4,-3,1,0,-2,鱗重ねの工夫,1,鎧竜の守護,1,耐震,1,回復速度,1,,
,護兇爪竜グリーヴα,6,2,0,0,0,48,74,-2,-3,-2,-2,4,護竜の脈動,1,兇爪竜の力,1,耳栓,1,精霊の加護,2,,
,護兇爪竜グリーヴβ,6,2,1,0,0,48,74,-2,-3,-2,-2,4,護竜の守り,1,兇爪竜の力,1,耳栓,1,精霊の加護,1,,
,レウスグリーヴα,6,2,0,0,0,48,74,3,1,-2,1,-3,鱗張りの技法,1,火竜の力,1,回避性能,2,巧撃,1,,
,レウスグリーヴβ,6,2,2,1,0,48,74,3,1,-2,1,-3,鱗重ねの工夫,1,火竜の力,1,回避性能,2,,,,
,シーウーグリーヴα,6,2,1,0,0,48,74,1,1,1,-3,2,革細工の柔性,1,暗器蛸の力,1,巧撃,1,急襲,1,,
,シーウーグリーヴβ,6,2,2,1,0,48,74,1,1,1,-3,2,革細工の滑性,1,暗器蛸の力,1,巧撃,1,,,,
,ガライーブーツα,6,1,1,1,0,44,70,0,5,0,0,0,革細工の柔性,1,水耐性,1,ハンター生活,1,,,,
,ドーベルグリーヴα,7,2,2,0,0,56,72,-2,0,-1,-1,4,体術,1,キノコ大好き,2,,,,,,
,ダマスクグリーヴα,7,3,0,0,0,56,72,4,-2,0,0,0,広域化,1,アイテム使用強化,2,,,,,,
,ダハディラグリーヴα,7,1,0,0,0,60,76,-3,2,-1,2,-1,ヌシの誇り,1,凍峰竜の反逆,1,挑戦者,2,耐震,1,,
,ダハディラグリーヴβ,7,2,0,0,0,60,76,-3,2,-1,2,-1,ヌシの憤激,1,凍峰竜の反逆,1,挑戦者,2,,,,
,レダゼルトグリーヴα,7,3,0,0,0,60,76,0,-2,4,-3,0,ヌシの誇り,1,煌雷竜の力,1,力の解放,1,渾身,1,,
,レダゼルトグリーヴβ,7,3,1,1,0,60,76,0,-2,4,-3,0,ヌシの憤激,1,煌雷竜の力,1,力の解放,1,,,,
,トゥナムルグリーヴα,7,3,0,0,0,60,76,-1,4,-3,0,0,ヌシの誇り,1,波衣竜の守護,1,フルチャージ,1,整備,1,,
,トゥナムルグリーヴβ,7,3,1,1,0,60,76,-1,4,-3,0,0,ヌシの憤激,1,波衣竜の守護,1,フルチャージ,1,,,,
,エグゾルスグリーヴα,7,3,0,0,0,60,76,5,-4,0,1,0,ヌシの誇り,1,獄焔蛸の反逆,1,連撃,1,風圧耐性,2,,
,エグゾルスグリーヴβ,7,3,1,0,0,60,76,5,-4,0,1,0,ヌシの憤激,1,獄焔蛸の反逆,1,連撃,1,風圧耐性,1,,
,ゴアグリーヴα,7,3,1,0,0,60,76,-2,3,-1,2,-1,鱗張りの技法,1,黒蝕竜の力,1,無我の境地,1,ひるみ軽減,2,,
,ゴアグリーヴβ,7,3,1,1,0,60,76,-2,3,-1,2,-1,鱗重ねの工夫,1,黒蝕竜の力,1,無我の境地,1,ひるみ軽減,1,,
,調査団グリーヴα,7,1,0,0,0,44,70,2,2,0,0,0,挑戦者,1,耳栓,1,,,,,,
,クナファチャプスα,6,2,0,0,0,44,70,1,1,4,1,1,先達の導き,1,広域化,1,オトモへの采配,1,,,,
,アズズパンツα,6,2,1,1,0,44,70,4,1,1,1,1,先達の導き,1,地質学,3,,,,,,
,シルドコートα,6,2,0,0,0,44,70,1,1,1,1,4,先達の導き,1,広域化,4,,,,,,
,デスギアフェルゼα,6,2,1,0,0,44,70,3,2,-2,3,4,先達の導き,1,逆恨み,1,気絶耐性,2,,,,
,パピメルガンバα,6,2,0,0,0,44,70,-1,-1,2,0,2,先達の導き,1,体術,1,回避性能,1,体力回復量ＵＰ,2,,
,オウビートガンバα,6,2,0,0,0,44,70,-1,-1,2,0,2,先達の導き,1,火事場力,1,鎖刃刺撃,1,毒耐性,1,,
,ハイメタグリーヴα,6,2,0,0,0,44,70,0,-1,-2,3,0,先達の導き,1,ひるみ軽減,3,裂傷耐性,3,,,,
,バトルグリーヴα,6,2,0,0,0,44,70,2,-1,-1,0,0,先達の導き,1,ランナー,3,体術,2,,,,
,メルホアライースα,6,2,0,0,0,44,70,0,1,3,0,0,先達の導き,1,キノコ大好き,3,,,,,,
,アーティアグリーヴα,6,2,0,0,0,44,70,1,-2,-2,2,3,護竜の守り,1,鎖刃刺撃,1,耐震,2,,,,
,ギルドエースブーツα,8,3,0,0,0,60,74,2,2,2,2,2,フルチャージ,1,攻勢,1,体術,1,,,,
,シュバルカグリーヴα,8,2,1,0,0,66,80,2,0,-1,0,-3,毛皮の昂揚,1,鎖刃竜の飢餓,1,属性変換,1,納刀術,2,,
,シュバルカグリーヴβ,8,3,1,0,0,66,80,2,0,-1,0,-3,毛皮の誘惑,1,鎖刃竜の飢餓,1,属性変換,1,納刀術,1,,
,護鎖刃竜グリーヴα,8,0,0,0,0,66,80,2,0,-1,0,-4,護竜の脈動,1,護鎖刃竜の命脈,1,属性吸収,2,弱点特効,1,,
,護鎖刃竜グリーヴβ,8,2,1,0,0,66,80,2,0,-1,0,-4,護竜の守り,1,護鎖刃竜の命脈,1,属性吸収,1,弱点特効,1,,
,ギルドクロスブーツα,5,2,2,0,0,36,70,0,0,0,0,0,耐震,1,風圧耐性,1,栄光の誉れ,1,,,,
,クリークシューズα,6,2,2,0,0,48,74,2,2,2,2,2,整備,1,オトモへの采配,2,栄光の誉れ,1,,,,
,ミツネグリーヴα,6,1,0,0,0,48,74,0,2,-3,1,-1,連撃,2,フルチャージ,1,毛皮の昂揚,1,泡狐竜の力,1,,
,ミツネグリーヴβ,6,3,0,0,0,48,74,0,2,-3,1,-1,連撃,2,毛皮の誘惑,1,泡狐竜の力,1,,,,
,無垢ナル龍袴α,8,2,1,0,0,68,82,-2,2,2,0,-4,属性吸収,1,逆襲,2,回復速度,1,護竜の脈動,1,白熾龍の脈動,1
,無垢ナル龍袴β,8,3,2,0,0,68,82,-2,2,2,0,-4,逆襲,1,回復速度,1,護竜の守り,1,白熾龍の脈動,1,,
,ラギアグリーヴα,7,0,0,0,0,64,80,-3,2,4,-1,-2,弱点特効,2,力の解放,1,雷耐性,1,革細工の柔性,1,海竜の渦雷,1
,ラギアグリーヴβ,7,1,0,0,0,64,80,-3,2,4,-1,-2,弱点特効,2,力の解放,1,革細工の滑性,1,海竜の渦雷,1,,
,レギオスグリーヴα,7,0,0,0,0,64,80,4,0,-3,-2,0,巧撃,2,挑戦者,1,裂傷耐性,1,鱗張りの技法,1,千刃竜の闘志,1
,レギオスグリーヴβ,7,1,0,0,0,64,80,4,0,-3,-2,0,巧撃,2,挑戦者,1,鱗重ねの工夫,1,千刃竜の闘志,1,,
,レダゼルトグリーヴγ,8,3,0,0,0,68,82,0,-2,4,-3,0,スタミナ急速回復,2,気絶耐性,3,ヌシの魂,1,煌雷竜の力,1,,
,トゥナムルグリーヴγ,8,3,1,1,0,68,82,-1,4,-3,0,0,納刀術,3,挑戦者,1,ヌシの魂,1,波衣竜の守護,1,,
,桜波【袴】α,5,2,0,0,0,36,70,2,2,-3,2,2,攻勢,1,アイテム使用強化,2,祝祭の巡り,1,花舞の祈り,1,,
,ブロッサムブーツα,5,1,1,0,0,36,70,1,1,4,1,1,毒耐性,1,回復速度,2,祝祭の巡り,1,,,,
,アーフィフットα,5,1,1,0,0,36,70,2,-3,2,2,2,連撃,1,ボマー,1,爆破やられ耐性,1,祝祭の巡り,1,踊火の祈り,1
,ダイバーフットα,5,2,1,0,0,36,70,1,4,1,1,1,水場・油泥適応,1,ランナー,1,祝祭の巡り,1,,,,
