シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
ジャグラスβ,ジャグラスヘルムβ,5,1,0,0,11,40,62,-2,2,-1,-1,1,早食い,1,,,,,,,,
クルルα,クルルヘルムα,5,0,0,0,11,40,62,0,-3,0,1,0,火耐性,1,弱点特効,1,,,,,,
クルルβ,クルルヘルムβ,5,1,1,0,11,40,62,0,-3,0,1,0,火耐性,1,,,,,,,,
ツィツィα,ツィツィヘルムα,5,0,0,0,11,40,62,0,0,-3,-2,0,閃光強化,1,気絶耐性,1,,,,,,
ツィツィβ,ツィツィヘルムβ,5,1,0,0,11,40,62,0,0,-3,-2,0,閃光強化,1,,,,,,,,
ギルオスα,ギルオスヘルムα,5,0,0,0,11,40,62,0,-3,2,0,1,笛吹き名人,1,麻痺耐性,1,,,,,,
ギルオスβ,ギルオスヘルムβ,5,1,0,0,11,40,62,0,-3,2,0,1,笛吹き名人,1,,,,,,,,
プケプケα,プケプケヘルムα,5,0,0,0,11,42,64,0,3,-3,0,1,環境利用の知識,2,,,,,,,,
プケプケβ,プケプケヘルムβ,5,1,1,0,11,42,64,0,3,-3,0,1,環境利用の知識,1,,,,,,,,
ボロスα,ボロスヘルムα,5,0,0,0,11,42,64,-3,-1,3,-1,0,ガード性能,2,,,,,,,,
ボロスβ,ボロスヘルムβ,5,1,0,0,11,42,64,-3,-1,3,-1,0,ガード性能,1,,,,,,,,
ジャナフα,ジャナフヘルムα,5,0,0,0,11,44,66,3,-3,-1,-1,0,火属性攻撃強化,2,火耐性,1,蛮顎竜の闘志,1,,,,
ジャナフβ,ジャナフヘルムβ,5,2,0,0,11,44,66,3,-3,-1,-1,0,火属性攻撃強化,2,蛮顎竜の闘志,1,,,,,,
ジュラα,ジュラヘルムα,5,0,0,0,11,44,66,-1,2,-3,0,0,水場・深雪適応,2,,,,,,,,
ジュラβ,ジュラヘルムβ,5,1,0,0,11,44,66,-1,2,-3,0,0,水場・深雪適応,1,,,,,,,,
カガチα,カガチヘルムα,5,0,0,0,11,44,66,0,-3,3,0,0,体術,2,,,,,,,,
カガチβ,カガチヘルムβ,5,2,0,0,11,44,66,0,-3,3,0,0,体術,1,,,,,,,,
ウルムーα,ウルムーヘルムα,5,0,0,0,11,44,66,-3,2,0,1,0,スタミナ急速回復,2,,,,,,,,
ウルムーβ,ウルムーヘルムβ,5,2,0,0,11,44,66,-3,2,0,1,0,スタミナ急速回復,1,,,,,,,,
レイアα,レイアヘルムα,5,0,0,0,11,46,68,2,0,-2,0,-3,体力増強,2,毒属性強化,1,,,,,,
レイアβ,レイアヘルムβ,5,1,0,0,11,46,68,2,0,-2,0,-3,体力増強,1,毒属性強化,1,,,,,,
リオハートα,リオハートヘルムα,6,0,0,0,13,52,72,3,0,-3,0,-4,回避距離ＵＰ,1,毒属性強化,1,桜火竜の奥義,1,,,,
リオハートβ,リオハートヘルムβ,6,2,0,0,13,52,72,3,0,-3,0,-4,回避距離ＵＰ,1,桜火竜の奥義,1,,,,,,
バルキンα,バルキンヘルムα,6,0,0,0,11,46,66,0,2,0,-1,-2,耐震,2,,,,,,,,
バルキンβ,バルキンヘルムβ,6,2,0,0,11,46,66,0,2,0,-1,-2,耐震,1,,,,,,,,
ガストα,ガストホーンα,5,0,0,0,13,48,70,3,0,0,0,0,ひるみ軽減,1,爆破やられ耐性,1,,,,,,
ガストβ,ガストホーンβ,5,1,0,0,13,48,70,3,0,0,0,0,ひるみ軽減,1,,,,,,,,
ガマルα,ガマルヘルムα,5,0,0,0,13,48,70,2,0,-3,0,2,爆破やられ耐性,2,,,,,,,,
ガマルβ,ガマルヘルムβ,5,1,0,0,13,48,70,2,0,-3,0,2,爆破やられ耐性,1,,,,,,,,
ゾラマグナα,ゾラマグナヘッドα,6,0,0,0,11,44,64,4,-3,-1,-2,-3,匠,1,爆破属性強化,1,熔山龍の奥義,1,,,,
ゾラマグナβ,ゾラマグナヘッドβ,6,1,0,0,11,44,64,4,-3,-1,-2,-3,匠,1,熔山龍の奥義,1,,,,,,
ハイメタα,ハイメタヘルムα,6,0,0,0,13,50,70,0,-1,-2,3,0,氷耐性,2,耳栓,1,,,,,,
ハイメタβ,ハイメタヘルムβ,6,2,0,0,13,50,70,0,-1,-2,3,0,氷耐性,2,,,,,,,,
インゴットα,インゴットヘルムα,6,0,0,0,13,50,70,-2,0,3,-1,0,雷属性攻撃強化,2,,,,,,,,
インゴットβ,インゴットヘルムβ,6,1,0,0,13,50,70,-2,0,3,-1,0,雷属性攻撃強化,1,,,,,,,,
ブリゲイドα,ブリゲイドロポスα,6,0,0,0,13,52,72,1,0,2,0,2,回復速度,2,笛吹き名人,1,,,,,,
ブリゲイドβ,ブリゲイドロポスβ,6,1,0,0,13,52,72,1,0,2,0,2,回復速度,2,,,,,,,,
アイルーα,アイルーフェイクα,6,0,0,0,13,56,76,2,2,2,2,2,オトモへの采配,3,,,,,,,,
知略の眼鏡α,知略の眼鏡α,6,1,0,0,13,56,76,2,2,2,2,2,見切り,2,,,,,,,,
ラヴァα,ラヴァヘルムα,6,0,0,0,13,56,76,3,-3,1,-2,2,火属性攻撃強化,2,納刀術,1,,,,,,
ラヴァβ,ラヴァヘルムβ,6,1,1,0,13,56,76,3,-3,1,-2,2,火属性攻撃強化,1,納刀術,1,,,,,,
ギエナα,ギエナヘルムα,6,0,0,0,13,54,74,-1,2,-3,3,0,精霊の加護,2,氷属性攻撃強化,1,風漂竜の恩寵,1,,,,
ギエナβ,ギエナヘルムβ,6,1,0,0,13,54,74,-1,2,-3,3,0,精霊の加護,2,風漂竜の恩寵,1,,,,,,
ガロンα,ガロンヘルムα,6,0,0,0,13,54,74,2,2,-2,-3,0,裂傷耐性,2,見切り,1,惨爪竜の奥義,1,,,,
ガロンβ,ガロンヘルムβ,6,2,0,0,13,54,74,2,2,-2,-3,0,裂傷耐性,2,惨爪竜の奥義,1,,,,,,
レウスα,レウスヘルムα,6,0,0,0,13,54,74,3,1,-2,1,-3,攻撃,2,火属性攻撃強化,1,火竜の奥義,1,,,,
レウスβ,レウスヘルムβ,6,1,0,0,13,54,74,3,1,-2,1,-3,攻撃,2,火竜の奥義,1,,,,,,
リオソウルα,リオソウルヘルムα,7,0,0,0,13,56,68,3,2,2,-3,-4,超会心,1,威嚇,2,火竜の奥義,1,,,,
リオソウルβ,リオソウルヘルムβ,7,1,1,0,13,56,68,3,2,2,-3,-4,超会心,1,火竜の奥義,1,,,,,,
ディアブロα,ディアブロヘルムα,6,0,0,0,13,54,74,3,-2,0,-3,2,抜刀術【技】,2,火事場力,1,角竜の奥義,1,,,,
ディアブロβ,ディアブロヘルムβ,6,2,0,0,13,54,74,3,-2,0,-3,2,抜刀術【技】,2,角竜の奥義,1,,,,,,
ディアネロα,ディアネロヘルムα,7,1,0,0,13,56,68,2,-3,0,-4,2,集中,2,角竜の奥義,1,,,,,,
ディアネロβ,ディアネロヘルムβ,7,3,0,0,13,56,68,2,-3,0,-4,2,集中,1,角竜の奥義,1,,,,,,
ガンキンα,ガンキンヘルムα,7,3,0,0,13,60,72,4,-3,1,-2,-2,雷耐性,2,爆鎚竜の守護,1,,,,,,
ガンキンβ,ガンキンヘルムβ,7,3,1,0,13,60,72,4,-3,1,-2,-2,雷耐性,1,爆鎚竜の守護,1,,,,,,
バゼルα,バゼルヘルムα,7,2,0,0,13,58,70,3,1,-4,-2,-2,耳栓,2,爆破属性強化,1,爆鱗竜の守護,1,,,,
バゼルβ,バゼルヘルムβ,7,3,1,0,13,58,70,3,1,-4,-2,-2,耳栓,2,爆鱗竜の守護,1,,,,,,
ダマスクα,ダマスクヘルムα,7,1,0,0,14,60,72,4,-2,0,0,0,防御,2,砥石使用高速化,1,,,,,,
ダマスクβ,ダマスクヘルムβ,7,3,0,0,14,60,72,4,-2,0,0,0,防御,2,,,,,,,,
ドーベルα,ドーベルヘルムα,7,0,0,0,14,60,72,-2,0,-1,-1,4,属性解放／装填拡張,1,龍耐性,1,,,,,,
ドーベルβ,ドーベルヘルムβ,7,1,0,0,14,60,72,-2,0,-1,-1,4,属性解放／装填拡張,1,,,,,,,,
デスギアα,デスギアゲヒルα,7,2,0,0,14,62,74,3,2,-2,3,-4,死中に活,1,見切り,1,,,,,,
デスギアβ,デスギアゲヒルβ,7,3,0,0,14,62,74,3,2,-2,3,-4,死中に活,1,,,,,,,,
スカルα,スカルフェイスα,7,2,0,0,13,64,76,-3,-1,-1,-1,2,匠,1,,,,,,,,
オーグα,オーグヘルムα,8,1,0,0,14,64,70,1,1,-3,1,-3,渾身,2,攻撃,1,滅尽龍の飢餓,1,,,,
オーグβ,オーグヘルムβ,8,1,1,0,14,64,70,1,1,-3,1,-3,渾身,2,滅尽龍の飢餓,1,,,,,,
カイザーα,カイザークラウンα,8,0,0,0,14,64,70,3,-3,1,-3,1,力の解放,2,炎王龍の武技,1,,,,,,
カイザーβ,カイザークラウンβ,8,2,0,0,14,64,70,3,-3,1,-3,1,力の解放,1,炎王龍の武技,1,,,,,,
クシャナα,クシャナアンクα,8,0,0,0,14,64,70,0,2,-3,4,-2,氷属性攻撃強化,2,匠,1,鋼龍の飛翔,1,,,,
クシャナβ,クシャナアンクβ,8,1,1,1,14,64,70,0,2,-3,4,-2,氷属性攻撃強化,2,鋼龍の飛翔,1,,,,,,
ウルズα,ウルズヘルムα,8,0,0,0,14,64,70,-4,4,1,-1,-3,フルチャージ,1,龍属性攻撃強化,2,屍套龍の命脈,1,,,,
ウルズβ,ウルズヘルムβ,8,1,0,0,14,64,70,-4,4,1,-1,-3,フルチャージ,1,屍套龍の命脈,1,,,,,,
キリンα,キリンホーンα,8,0,0,0,14,64,70,-3,-2,4,-2,2,ランナー,2,精霊の加護,1,幻獣の恩寵,1,,,,
キリンβ,キリンホーンβ,8,1,0,0,14,64,70,-3,-2,4,-2,2,ランナー,2,幻獣の恩寵,1,,,,,,
ゼノラージα,ゼノラージヘッドα,8,1,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,特殊射撃強化,1,冥灯龍の神秘,1,,,,
ゼノラージβ,ゼノラージヘッドβ,8,2,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,冥灯龍の神秘,1,,,,,,
ギルドクロスα,ギルドクロスアクセα,8,1,0,0,15,62,68,0,0,0,0,0,精霊の加護,2,雷耐性,2,ギルドの導き,1,,,,
ギルドクロスβ,ギルドクロスアクセβ,8,1,1,1,15,62,68,0,0,0,0,0,精霊の加護,2,ギルドの導き,1,,,,,,
竜王の隻眼α,竜王の隻眼α,8,3,0,0,14,70,76,0,0,0,0,0,弱点特効,2,,,,,,,,
シーカーα,シーカーヘッドα,8,1,0,0,50,70,76,2,2,2,2,2,整備,1,採集の達人,1,調査団の導き,1,,,,
シーカーβ,シーカーヘッドβ,8,2,0,0,50,70,76,2,2,2,2,2,整備,1,調査団の導き,1,,,,,,
バンギスα,バンギスヘルムα,7,1,0,0,13,58,70,1,1,-3,2,-3,破壊王,1,匠,1,,,,,,
バンギスβ,バンギスヘルムβ,7,3,1,0,13,58,70,1,1,-3,2,-3,破壊王,1,,,,,,,,
マムガイラα,マムガイラヘルムα,8,1,0,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,挑戦者,2,,,,,,
マムガイラβ,マムガイラヘルムβ,8,2,1,0,16,72,78,4,-2,3,-4,-2,属性解放／装填拡張,1,挑戦者,1,,,,,,
エンプレスα,エンプレスセクターα,8,3,1,0,16,70,76,3,1,1,-3,-2,回避距離ＵＰ,2,整備,1,炎妃龍の恩寵,1,,,,
エンプレスβ,エンプレスセクターβ,8,3,2,0,16,70,76,3,1,1,-3,-2,回避距離ＵＰ,2,炎妃龍の恩寵,1,,,,,,
ブロッサムα,ブロッサムヘッドα,5,1,1,0,11,40,62,1,1,4,1,1,ハニーハンター,1,,,,,,,,
ダイバーα,ダイバーシュノα,5,2,0,0,11,46,68,1,4,1,1,1,ランナー,1,,,,,,,,
ハーベストα,ハーベストフロールα,6,2,1,0,13,52,72,4,1,1,1,1,集中,1,,,,,,,,
オリオンα,オリオンヘッドα,6,3,1,0,13,58,78,1,1,1,4,1,体力回復量ＵＰ,1,,,,,,,,
フルドレスα,フルドレスハットα,7,2,1,1,14,64,76,1,1,1,1,4,超会心,1,アステラの祝福,1,,,,,,
パピオムα,パピオムテスタα,5,1,0,0,11,42,64,-1,-1,2,0,2,気絶耐性,2,防御,1,,,,,,
パピオムβ,パピオムテスタβ,5,2,0,0,11,42,64,-1,-1,2,0,2,気絶耐性,2,,,,,,,,
クインビートα,クインビートテスタα,5,1,0,0,11,42,64,-1,-1,2,0,2,気絶耐性,2,防御,1,,,,,,
クインビートβ,クインビートテスタβ,5,2,0,0,11,42,64,-1,-1,2,0,2,気絶耐性,2,,,,,,,,
ウルズγ,ウルズヘルムγ,8,3,0,0,50,72,78,-4,4,1,-1,-3,体力回復量ＵＰ,2,龍属性攻撃強化,1,屍套龍の命脈,1,,,,
キリンγ,キリンホーンγ,8,2,0,0,50,72,78,-3,-2,4,-2,2,属性やられ耐性,1,雷属性攻撃強化,3,幻獣の恩寵,1,,,,
カイザーγ,カイザークラウンγ,8,2,2,0,50,72,78,3,-3,1,-3,1,見切り,2,炎王龍の武技,1,,,,,,
クシャナγ,クシャナアンクγ,8,2,0,0,50,72,78,0,2,-3,4,-2,匠,2,鋼龍の飛翔,1,,,,,,
オーグγ,オーグヘルムγ,8,2,2,0,50,72,78,1,1,-3,1,-3,スタミナ急速回復,1,挑戦者,1,滅尽龍の飢餓,1,,,,
ゾラマグナγ,ゾラマグナヘッドγ,8,2,0,0,50,72,78,4,-3,-1,-2,-3,風圧耐性,2,見切り,2,熔山龍の奥義,1,,,,
ゼノラージγ,ゼノラージヘッドγ,8,2,1,1,50,72,78,-3,2,2,2,-4,属性やられ耐性,2,強化持続,1,冥灯龍の神秘,1,,,,
エンプレスγ,エンプレスセクターγ,8,1,1,1,50,70,76,3,1,1,-3,-2,広域化,2,フルチャージ,1,炎妃龍の恩寵,1,,,,
マムガイラγ,マムガイラヘルムγ,8,3,1,1,16,72,78,4,-2,3,-4,-2,強化持続,1,気絶耐性,1,,,,,,
蒼星ノ将α,蒼星ノ将【兜】α,7,3,0,0,13,56,68,2,2,0,0,3,挑戦者,1,火竜の奥義,1,,,,,,
ダンテα,ダンテウィッグα,8,1,0,0,14,64,70,3,-3,3,-3,3,弱点特効,1,見切り,1,,,,,,
ドラケンα,ドラケンアーメットα,8,3,1,0,16,72,78,-2,-2,3,-2,4,超会心,1,飛燕,1,竜騎士の証,1,,,,
封印の眼帯α,封印の眼帯α,5,2,1,0,11,46,68,3,2,0,2,0,火耐性,1,,,,,,,,
シャドウα,シャドウアイα,5,1,1,1,11,46,68,4,0,4,2,0,気絶耐性,1,,,,,,,,
クルルα,クルルフェイクα,5,3,1,0,11,46,68,2,0,2,3,2,運搬の達人,1,,,,,,,,
ユラユラα,ユラユラフェイクα,5,1,1,0,11,46,68,0,4,0,0,4,広域化,2,,,,,,,,
爆砕の羽根飾り,爆砕の羽根飾り,4,0,0,0,13,32,56,0,0,0,0,0,ボマー,3,,,,,,,,
龍封じのピアスα,龍封じのピアスα,7,0,0,0,15,60,72,0,0,0,0,0,龍封力強化,1,,,,,,,,
オリジン,オリジンヘルム,1,0,0,0,1,6,42,0,0,0,0,0,探索者の幸運,1,,,,,,,,
ガーディアンα,ガーディアンヘルムα,6,1,0,0,1,50,70,2,0,0,2,3,体力回復量ＵＰ,2,体力増強,1,,,,,,
アーロイα,アーロイフェイスα,5,3,0,0,11,46,68,1,1,1,1,1,滑走強化,1,蛮顎竜の闘志,1,,,,,,
アーロイγ,アーロイフェイスγ,8,3,0,0,50,64,70,1,1,1,1,1,超会心,2,蛮顎竜の闘志,1,,,,,,
リュウ,リュウフェイス,2,0,0,0,3,12,44,2,0,5,-3,2,攻撃,1,,,,,,,,
リュウα,リュウフェイスα,7,1,1,0,14,60,72,2,0,5,-3,2,攻撃,1,体術,1,火竜の奥義,1,,,,
さくらα,さくらフェイスα,6,1,1,0,13,50,70,0,4,0,4,-2,攻撃,1,回避性能,1,桜火竜の奥義,1,,,,
ゲラルトα,ゲラルトフェイスα,8,1,1,0,16,70,76,2,1,-2,-1,3,弱点特効,2,回復速度,1,ウィッチャーの心得,1,,,,
シリα,シリフェイスα,8,3,1,1,50,70,76,-2,-1,2,1,3,属性解放／装填拡張,1,回避性能,1,,,,,,
防衛隊α,防衛隊【兜】α,6,1,0,0,1,50,70,2,0,0,2,3,体力回復量ＵＰ,2,体力増強,1,,,,,,
EXボーンα,EXボーンヘルムα,9,3,0,0,M1,114,152,2,0,2,0,2,体力増強,2,破壊王,1,,,,,,
EXボーンβ,EXボーンヘルムβ,9,4,0,0,M1,114,152,2,0,2,0,2,体力増強,1,破壊王,1,,,,,,
EXアロイα,EXアロイヘルムα,9,2,0,0,M1,114,152,-2,0,-2,-2,0,風圧耐性,2,防御,1,,,,,,
EXアロイβ,EXアロイヘルムβ,9,4,1,0,M1,114,152,-2,0,-2,-2,0,風圧耐性,1,,,,,,,,
EXランゴα,EXランゴヘルムα,9,3,0,0,M1,116,154,-2,1,1,1,2,納刀術,1,麻痺属性強化,1,,,,,,
EXランゴβ,EXランゴヘルムβ,9,4,1,0,M1,116,154,-2,1,1,1,2,納刀術,1,,,,,,,,
EXタロスα,EXタロスヘルムα,9,2,0,0,M1,116,154,-1,-1,0,0,2,弱点特効,1,龍属性攻撃強化,2,,,,,,
EXタロスβ,EXタロスヘルムβ,9,4,0,0,M1,116,154,-1,-1,0,0,2,弱点特効,1,龍属性攻撃強化,1,,,,,,
EXシャムα,EXシャムゴーグルα,9,2,1,0,M1,116,154,2,2,0,-3,0,感知,1,地質学,2,,,,,,
EXシャムβ,EXシャムゴーグルβ,9,4,2,0,M1,116,154,2,2,0,-3,0,感知,1,地質学,1,,,,,,
EXガストα,EXガストホーンα,9,1,0,0,M1,116,154,3,0,0,0,0,ひるみ軽減,2,爆破やられ耐性,1,,,,,,
EXガストβ,EXガストホーンβ,9,4,1,0,M1,116,154,3,0,0,0,0,ひるみ軽減,1,爆破やられ耐性,1,,,,,,
EXウルグα,EXウルグマフラーα,9,2,1,0,M1,116,154,-3,2,-2,3,2,氷耐性,2,乗り名人,1,,,,,,
EXウルグβ,EXウルグマフラーβ,9,4,1,0,M1,116,154,-3,2,-2,3,2,氷耐性,1,乗り名人,1,,,,,,
EXジャグラスα,EXジャグラスヘルムα,9,2,0,0,M1,116,154,-2,2,-1,-1,1,早食い,2,攻撃,2,,,,,,
EXジャグラスβ,EXジャグラスヘルムβ,9,4,1,0,M1,116,154,-2,2,-1,-1,1,早食い,1,攻撃,1,,,,,,
EXツィツィα,EXツィツィヘルムα,9,2,1,0,M1,116,154,0,0,-3,-2,0,属性解放／装填拡張,1,気絶耐性,1,,,,,,
EXツィツィβ,EXツィツィヘルムβ,9,4,1,0,M1,116,154,0,0,-3,-2,0,属性解放／装填拡張,1,,,,,,,,
EXギルオスα,EXギルオスヘルムα,9,2,0,0,M1,116,154,0,-3,2,0,1,笛吹き名人,2,麻痺耐性,1,,,,,,
EXギルオスβ,EXギルオスヘルムβ,9,4,0,0,M1,116,154,0,-3,2,0,1,笛吹き名人,2,,,,,,,,
EXガマルα,EXガマルヘルムα,9,3,0,0,M1,120,158,2,0,-3,0,2,爆破やられ耐性,2,ボマー,1,,,,,,
EXガマルβ,EXガマルヘルムβ,9,4,0,0,M1,120,158,2,0,-3,0,2,爆破やられ耐性,2,,,,,,,,
EXクルルα,EXクルルヘルムα,9,1,0,0,M1,116,154,0,-3,0,1,0,スリンガー装填数ＵＰ,2,超会心,1,,,,,,
EXクルルβ,EXクルルヘルムβ,9,4,0,0,M1,116,154,0,-3,0,1,0,スリンガー装填数ＵＰ,2,,,,,,,,
EXプケプケα,EXプケプケヘルムα,9,2,2,0,M1,118,156,0,3,-3,0,1,環境利用の知識,2,毒耐性,1,,,,,,
EXプケプケβ,EXプケプケヘルムβ,9,4,1,1,M1,118,156,0,3,-3,0,1,環境利用の知識,2,,,,,,,,
EXプケラグーナα,EXプケラグーナヘルムα,9,1,0,0,M4,132,170,0,3,-2,-3,0,抜刀術【技】,2,アイテム使用強化,1,,,,,,
