シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
パピメル,パピメルガンバ,3,0,0,0,8,22,50,-1,-1,2,0,2,探索者の幸運,1,,,,,,,,
タロス,タロスグリーヴ,3,0,0,0,8,18,46,-1,-1,0,0,2,匠,1,,,,,,,,
ジャナフ,ジャナフグリーヴ,3,0,0,0,5,20,48,3,-3,-1,-1,0,砲術,1,蛮顎竜の力,1,,,,,,
レイア,レイアグリーヴ,3,0,0,0,5,22,50,2,0,-2,0,-3,体力回復量ＵＰ,1,,,,,,,,
ツィツィ,ツィツィグリーヴ,3,0,0,0,6,18,46,0,0,-3,-2,0,睡眠耐性,1,,,,,,,,
ウルムー,ウルムーグリーヴ,3,0,0,0,6,20,48,-3,2,0,1,0,風圧耐性,1,,,,,,,,
ギルオス,ギルオスグリーヴ,3,0,0,0,8,20,48,0,-3,2,0,1,麻痺属性強化,1,,,,,,,,
バルキン,バルキングリーヴ,3,0,0,0,8,24,52,0,2,0,-1,-2,裂傷耐性,1,,,,,,,,
インゴット,インゴットグリーヴ,4,0,0,0,8,28,52,-2,0,3,-1,0,防御,1,,,,,,,,
デスギア,デスギアフェルゼ,4,0,0,0,8,32,56,3,2,-2,3,-4,匠,1,,,,,,,,
ブリゲイド,ブリゲイドブーツ,4,0,0,0,5,28,52,1,0,2,0,2,研究者,1,,,,,,,,
ギエナ,ギエナグリーヴ,4,0,0,0,8,30,54,-1,2,-3,3,0,氷耐性,1,風漂竜の恩恵,1,,,,,,
ガロン,ガロングリーヴ,4,0,0,0,8,30,54,2,2,-2,-3,0,納刀術,1,惨爪竜の力,1,,,,,,
レウス,レウスグリーヴ,4,0,0,0,8,30,54,3,1,-2,1,-3,ジャンプ鉄人,1,火竜の力,1,,,,,,
ディアブロ,ディアブログリーヴ,4,0,0,0,8,32,56,3,-2,0,-3,2,耐震,1,角竜の力,1,,,,,,
キリン,キリンレガース,4,0,0,0,8,34,58,-3,-2,4,-2,2,雷耐性,1,幻獣の恩恵,1,,,,,,
ブロッサム,ブロッサムブーツ,3,0,0,0,3,18,46,1,1,4,1,1,回復速度,1,,,,,,,,
ダイバー,ダイバーブーツ,3,0,0,0,3,22,50,1,4,1,1,1,腹減り耐性,1,,,,,,,,
ハーベスト,ハーベストライース,3,0,0,0,6,26,54,4,1,1,1,1,キノコ大好き,1,,,,,,,,
オリオン,オリオンブーツ,4,0,0,0,8,30,54,1,1,1,4,1,火事場力,1,,,,,,,,
フルドレス,フルドレスブーツ,4,0,0,0,8,34,58,1,1,1,1,4,精霊の加護,1,アステラの祝福,1,,,,,,
パピオム,パピオムガンバ,3,0,0,0,4,22,50,-1,-1,2,0,2,ランナー,1,,,,,,,,
クインビート,クインビートガンバ,3,0,0,0,4,22,50,-1,-1,2,0,2,ランナー,1,,,,,,,,
レザーα,レザーパンツα,5,0,0,0,11,32,54,2,0,0,0,0,クライマー,1,,,,,,,,
レザーβ,レザーパンツβ,5,1,0,0,11,32,54,2,0,0,0,0,,,,,,,,,,
チェーンα,チェーンパンツα,5,0,0,0,11,32,54,0,2,0,0,0,体力回復量ＵＰ,1,,,,,,,,
チェーンβ,チェーンパンツβ,5,1,0,0,11,32,54,0,2,0,0,0,,,,,,,,,,
ハンターα,ハンターグリーヴα,5,0,0,0,11,36,58,2,2,0,0,0,追跡の達人,1,スリンガー装填数ＵＰ,1,,,,,,
ハンターβ,ハンターグリーヴβ,5,1,0,0,11,36,58,2,2,0,0,0,追跡の達人,1,,,,,,,,
ボーンα,ボーングリーヴα,5,0,0,0,11,36,58,2,0,2,0,2,昆虫標本の達人,2,,,,,,,,
ボーンβ,ボーングリーヴβ,5,1,0,0,11,36,58,2,0,2,0,2,昆虫標本の達人,1,,,,,,,,
アロイα,アロイグリーヴα,5,0,0,0,11,36,58,-2,0,-2,-2,0,砥石使用高速化,2,,,,,,,,
アロイβ,アロイグリーヴβ,5,1,0,0,11,36,58,-2,0,-2,-2,0,砥石使用高速化,1,,,,,,,,
オウビートα,オウビートガンバα,5,1,0,0,11,42,64,-1,-1,2,0,2,探索者の幸運,1,回避性能,1,,,,,,
オウビートβ,オウビートガンバβ,5,2,1,0,11,42,64,-1,-1,2,0,2,探索者の幸運,1,,,,,,,,
パピメルα,パピメルガンバα,5,1,0,0,11,42,64,-1,-1,2,0,2,探索者の幸運,1,回避性能,1,,,,,,
パピメルβ,パピメルガンバβ,5,2,1,0,11,42,64,-1,-1,2,0,2,探索者の幸運,1,,,,,,,,
ランゴα,ランゴグリーヴα,5,0,0,0,11,38,60,-2,1,1,1,2,ハニーハンター,1,麻痺耐性,1,,,,,,
ランゴβ,ランゴグリーヴβ,5,1,0,0,11,38,60,-2,1,1,1,2,ハニーハンター,1,,,,,,,,
タロスα,タロスグリーヴα,5,0,0,0,11,38,60,-1,-1,0,0,2,匠,1,龍属性攻撃強化,1,,,,,,
タロスβ,タロスグリーヴβ,5,1,0,0,11,38,60,-1,-1,0,0,2,匠,1,,,,,,,,
ガライーα,ガライーブーツα,5,0,0,0,11,40,62,0,5,0,0,0,水場・深雪適応,2,水属性攻撃強化,1,,,,,,
ガライーβ,ガライーブーツβ,5,1,0,0,11,40,62,0,5,0,0,0,水場・深雪適応,1,水属性攻撃強化,1,,,,,,
ジャグラスα,ジャグラスグリーヴα,5,0,0,0,11,40,62,-2,2,-1,-1,1,しゃがみ移動速度ＵＰ,1,満足感,1,,,,,,
ジャグラスβ,ジャグラスグリーヴβ,5,1,0,0,11,40,62,-2,2,-1,-1,1,しゃがみ移動速度ＵＰ,1,,,,,,,,
クルルα,クルルグリーヴα,5,0,0,0,11,40,62,0,-3,0,1,0,見切り,1,アイテム使用強化,1,,,,,,
クルルβ,クルルグリーヴβ,5,1,0,0,11,40,62,0,-3,0,1,0,見切り,1,,,,,,,,
ツィツィα,ツィツィグリーヴα,5,0,0,0,11,40,62,0,0,-3,-2,0,睡眠耐性,2,,,,,,,,
ツィツィβ,ツィツィグリーヴβ,5,1,0,0,11,40,62,0,0,-3,-2,0,睡眠耐性,1,,,,,,,,
ギルオスα,ギルオスグリーヴα,5,0,0,0,11,40,62,0,-3,2,0,1,麻痺属性強化,2,,,,,,,,
ギルオスβ,ギルオスグリーヴβ,5,1,0,0,11,40,62,0,-3,2,0,1,麻痺属性強化,1,,,,,,,,
プケプケα,プケプケグリーヴα,5,0,0,0,11,42,64,0,3,-3,0,1,植生学,2,環境利用の知識,1,,,,,,
プケプケβ,プケプケグリーヴβ,5,2,0,0,11,42,64,0,3,-3,0,1,植生学,1,,,,,,,,
ボロスα,ボロスグリーヴα,5,0,0,0,11,42,64,-3,-1,3,-1,0,気絶耐性,2,ランナー,1,,,,,,
ボロスβ,ボロスグリーヴβ,5,1,1,0,11,42,64,-3,-1,3,-1,0,気絶耐性,1,,,,,,,,
ジャナフα,ジャナフグリーヴα,5,0,0,0,11,44,66,3,-3,-1,-1,0,砲術,2,蛮顎竜の闘志,1,,,,,,
ジャナフβ,ジャナフグリーヴβ,5,1,0,0,11,44,66,3,-3,-1,-1,0,砲術,1,蛮顎竜の闘志,1,,,,,,
ジュラα,ジュラグリーヴα,5,0,0,0,11,44,66,-1,2,-3,0,0,集中,2,,,,,,,,
ジュラβ,ジュラグリーヴβ,5,2,0,0,11,44,66,-1,2,-3,0,0,集中,1,,,,,,,,
カガチα,カガチグリーヴα,5,0,0,0,11,44,66,0,-3,3,0,0,雷耐性,2,体術,1,,,,,,
カガチβ,カガチグリーヴβ,5,1,1,0,11,44,66,0,-3,3,0,0,雷耐性,1,,,,,,,,
ウルムーα,ウルムーグリーヴα,5,0,0,0,11,44,66,-3,2,0,1,0,風圧耐性,1,スタミナ急速回復,1,,,,,,
ウルムーβ,ウルムーグリーヴβ,5,1,1,0,11,44,66,-3,2,0,1,0,風圧耐性,1,,,,,,,,
レイアα,レイアグリーヴα,5,0,0,0,11,46,68,2,0,-2,0,-3,体力回復量ＵＰ,2,,,,,,,,
レイアβ,レイアグリーヴβ,5,1,0,0,11,46,68,2,0,-2,0,-3,体力回復量ＵＰ,1,,,,,,,,
リオハートα,リオハートグリーヴα,6,0,0,0,13,52,72,3,0,-3,0,-4,整備,1,風圧耐性,1,桜火竜の奥義,1,,,,
リオハートβ,リオハートグリーヴβ,6,2,0,0,13,52,72,3,0,-3,0,-4,整備,1,桜火竜の奥義,1,,,,,,
バルキンα,バルキングリーヴα,6,0,0,0,11,46,66,0,2,0,-1,-2,裂傷耐性,2,,,,,,,,
バルキンβ,バルキングリーヴβ,6,1,0,0,11,46,66,0,2,0,-1,-2,裂傷耐性,1,,,,,,,,
ガマルα,ガマルグリーヴα,5,0,0,0,13,48,70,2,0,-3,0,2,砲弾装填数ＵＰ,1,爆破属性強化,1,,,,,,
ガマルβ,ガマルグリーヴβ,5,1,0,0,13,48,70,2,0,-3,0,2,砲弾装填数ＵＰ,1,,,,,,,,
ゾラマグナα,ゾラマグナフットα,6,0,0,0,11,44,64,4,-3,-1,-2,-3,ボマー,2,耳栓,1,熔山龍の奥義,1,,,,
ゾラマグナβ,ゾラマグナフットβ,6,2,0,0,11,44,64,4,-3,-1,-2,-3,ボマー,2,熔山龍の奥義,1,,,,,,
ハイメタα,ハイメタグリーヴα,6,0,0,0,13,50,70,0,-1,-2,3,0,砲撃手,1,氷耐性,1,,,,,,
ハイメタβ,ハイメタグリーヴβ,6,1,0,0,13,50,70,0,-1,-2,3,0,砲撃手,1,,,,,,,,
インゴットα,インゴットグリーヴα,6,0,0,0,13,50,70,-2,0,3,-1,0,防御,2,風圧耐性,1,,,,,,
インゴットβ,インゴットグリーヴβ,6,2,0,0,13,50,70,-2,0,3,-1,0,防御,2,,,,,,,,
ブリゲイドα,ブリゲイドブーツα,6,1,0,0,13,52,72,1,0,2,0,2,研究者,1,地質学,1,,,,,,
ブリゲイドβ,ブリゲイドブーツβ,6,3,0,0,13,52,72,1,0,2,0,2,研究者,1,,,,,,,,
ラヴァα,ラヴァグリーヴα,6,1,0,0,13,56,76,3,-3,1,-2,2,散弾・剛射強化,1,火属性攻撃強化,1,,,,,,
ラヴァβ,ラヴァグリーヴβ,6,2,0,0,13,56,76,3,-3,1,-2,2,散弾・剛射強化,1,,,,,,,,
ギエナα,ギエナグリーヴα,6,0,0,0,13,54,74,-1,2,-3,3,0,氷耐性,2,抜刀術【技】,1,風漂竜の恩寵,1,,,,
ギエナβ,ギエナグリーヴβ,6,3,0,0,13,54,74,-1,2,-3,3,0,氷耐性,2,風漂竜の恩寵,1,,,,,,
ガロンα,ガロングリーヴα,6,0,0,0,13,54,74,2,2,-2,-3,0,納刀術,1,見切り,1,惨爪竜の奥義,1,,,,
ガロンβ,ガロングリーヴβ,6,1,0,0,13,54,74,2,2,-2,-3,0,納刀術,1,惨爪竜の奥義,1,,,,,,
レウスα,レウスグリーヴα,6,0,0,0,13,54,74,3,1,-2,1,-3,ジャンプ鉄人,1,弱点特効,1,火竜の奥義,1,,,,
レウスβ,レウスグリーヴβ,6,3,0,0,13,54,74,3,1,-2,1,-3,ジャンプ鉄人,1,火竜の奥義,1,,,,,,
リオソウルα,リオソウルグリーヴα,7,0,0,0,13,56,68,3,2,2,-3,-4,集中,1,クライマー,1,火竜の奥義,1,,,,
リオソウルβ,リオソウルグリーヴβ,7,1,0,0,13,56,68,3,2,2,-3,-4,集中,1,火竜の奥義,1,,,,,,
ディアブロα,ディアブログリーヴα,6,0,0,0,13,54,74,3,-2,0,-3,2,耐震,2,ＫＯ術,1,角竜の奥義,1,,,,
ディアブロβ,ディアブログリーヴβ,6,1,1,0,13,54,74,3,-2,0,-3,2,耐震,2,角竜の奥義,1,,,,,,
ディアネロα,ディアネログリーヴα,7,1,0,0,13,56,68,2,-3,0,-4,2,通常弾・通常矢強化,1,火事場力,1,角竜の奥義,1,,,,
ディアネロβ,ディアネログリーヴβ,7,2,0,0,13,56,68,2,-3,0,-4,2,通常弾・通常矢強化,1,角竜の奥義,1,,,,,,
ガンキンα,ガンキングリーヴα,7,1,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,2,爆鎚竜の守護,1,,,,,,
ガンキンβ,ガンキングリーヴβ,7,3,0,0,13,60,72,4,-3,1,-2,-2,ガード性能,1,爆鎚竜の守護,1,,,,,,
バゼルα,バゼルグリーヴα,7,1,0,0,13,58,70,3,1,-4,-2,-2,ボマー,2,抜刀術【技】,1,爆鱗竜の守護,1,,,,
バゼルβ,バゼルグリーヴβ,7,3,0,0,13,58,70,3,1,-4,-2,-2,ボマー,2,爆鱗竜の守護,1,,,,,,
ダマスクα,ダマスクグリーヴα,7,1,0,0,14,60,72,4,-2,0,0,0,防御,2,防御力ＤＯＷＮ耐性,1,,,,,,
ダマスクβ,ダマスクグリーヴβ,7,3,0,0,14,60,72,4,-2,0,0,0,防御,2,,,,,,,,
ドーベルα,ドーベルグリーヴα,7,0,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,スタミナ急速回復,1,,,,,,
ドーベルβ,ドーベルグリーヴβ,7,1,0,0,14,60,72,-2,0,-1,-1,4,攻撃,2,,,,,,,,
デスギアα,デスギアフェルゼα,7,0,0,0,14,62,74,3,2,-2,3,-4,匠,2,龍属性攻撃強化,2,,,,,,
デスギアβ,デスギアフェルゼβ,7,1,1,0,14,62,74,3,2,-2,3,-4,匠,2,,,,,,,,
オーグα,オーググリーヴα,8,1,0,0,14,64,70,1,1,-3,1,-3,渾身,1,挑戦者,1,滅尽龍の飢餓,1,,,,
オーグβ,オーググリーヴβ,8,2,0,0,14,64,70,1,1,-3,1,-3,渾身,1,滅尽龍の飢餓,1,,,,,,
カイザーα,カイザーグリーヴα,8,0,0,0,14,64,70,3,-3,1,-3,1,力の解放,2,爆破属性強化,1,炎王龍の武技,1,,,,
カイザーβ,カイザーグリーヴβ,8,1,0,0,14,64,70,3,-3,1,-3,1,力の解放,2,炎王龍の武技,1,,,,,,
クシャナα,クシャナペイルα,8,0,0,0,14,64,70,0,2,-3,4,-2,回避距離ＵＰ,2,匠,1,鋼龍の飛翔,1,,,,
クシャナβ,クシャナペイルβ,8,3,0,0,14,64,70,0,2,-3,4,-2,回避距離ＵＰ,2,鋼龍の飛翔,1,,,,,,
ウルズα,ウルズグリーヴα,8,1,0,0,14,64,70,-4,4,1,-1,-3,瘴気耐性,2,龍属性攻撃強化,1,屍套龍の命脈,1,,,,
ウルズβ,ウルズグリーヴβ,8,1,1,0,14,64,70,-4,4,1,-1,-3,瘴気耐性,2,屍套龍の命脈,1,,,,,,
キリンα,キリンレガースα,8,0,0,0,14,64,70,-3,-2,4,-2,2,属性解放／装填拡張,2,雷耐性,2,幻獣の恩寵,1,,,,
キリンβ,キリンレガースβ,8,1,1,0,14,64,70,-3,-2,4,-2,2,属性解放／装填拡張,2,幻獣の恩寵,1,,,,,,
ゼノラージα,ゼノラージフットα,8,1,0,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,強化持続,1,冥灯龍の神秘,1,,,,
ゼノラージβ,ゼノラージフットβ,8,1,1,0,16,72,78,-3,2,2,2,-4,ひるみ軽減,1,冥灯龍の神秘,1,,,,,,
ギルドクロスα,ギルドクロスブーツα,8,1,0,0,15,62,68,0,0,0,0,0,飛燕,1,火耐性,2,ギルドの導き,1,,,,
ギルドクロスβ,ギルドクロスブーツβ,8,3,0,0,15,62,68,0,0,0,0,0,飛燕,1,ギルドの導き,1,,,,,,
シーカーα,シーカーパンツα,8,0,0,0,50,70,76,2,2,2,2,2,潜伏,2,滑走強化,1,調査団の導き,1,,,,
シーカーβ,シーカーパンツβ,8,2,0,0,50,70,76,2,2,2,2,2,潜伏,2,調査団の導き,1,,,,,,
バンギスα,バンギスグリーヴα,7,0,0,0,13,58,70,1,1,-3,2,-3,早食い,2,破壊王,1,,,,,,
バンギスβ,バンギスグリーヴβ,7,1,1,0,13,58,70,1,1,-3,2,-3,早食い,2,,,,,,,,
マムガイラα,マムガイラグリーヴα,8,1,0,0,16,72,78,4,-2,3,-4,-2,広域化,2,フルチャージ,2,,,,,,
マムガイラβ,マムガイラグリーヴβ,8,2,1,0,16,72,78,4,-2,3,-4,-2,広域化,2,フルチャージ,1,,,,,,
エンプレスα,エンプレスグリーヴα,8,2,1,0,16,70,76,3,1,1,-3,-2,体力増強,2,広域化,2,炎妃龍の恩寵,1,,,,
エンプレスβ,エンプレスグリーヴβ,8,2,2,0,16,70,76,3,1,1,-3,-2,体力増強,2,炎妃龍の恩寵,1,,,,,,
ブロッサムα,ブロッサムブーツα,5,1,1,0,11,40,62,1,1,4,1,1,回復速度,1,,,,,,,,
ダイバーα,ダイバーブーツα,5,2,0,0,11,46,68,1,4,1,1,1,腹減り耐性,1,,,,,,,,
ハーベストα,ハーベストライースα,6,2,1,0,13,52,72,4,1,1,1,1,キノコ大好き,1,,,,,,,,
オリオンα,オリオンブーツα,6,3,1,0,13,58,78,1,1,1,4,1,火事場力,1,,,,,,,,
フルドレスα,フルドレスブーツα,7,3,1,1,14,64,76,1,1,1,1,4,精霊の加護,1,アステラの祝福,1,,,,,,
パピオムα,パピオムガンバα,5,0,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,見切り,1,,,,,,
パピオムβ,パピオムガンバβ,5,1,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,,,,,,,,
クインビートα,クインビートガンバα,5,0,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,見切り,1,,,,,,
クインビートβ,クインビートガンバβ,5,1,0,0,11,42,64,-1,-1,2,0,2,ランナー,2,,,,,,,,
ウルズγ,ウルズグリーヴγ,8,3,1,0,50,72,78,-4,4,1,-1,-3,フルチャージ,1,回復速度,1,屍套龍の命脈,1,,,,
キリンγ,キリンレガースγ,8,3,0,0,50,72,78,-3,-2,4,-2,2,属性やられ耐性,1,雷属性攻撃強化,2,幻獣の恩寵,1,,,,
カイザーγ,カイザーグリーヴγ,8,3,1,0,50,72,78,3,-3,1,-3,1,見切り,2,炎王龍の武技,1,,,,,,
クシャナγ,クシャナペイルγ,8,3,0,0,50,72,78,0,2,-3,4,-2,回避性能,2,鋼龍の飛翔,1,,,,,,
オーグγ,オーググリーヴγ,8,2,2,0,50,72,78,1,1,-3,1,-3,攻撃,3,滅尽龍の飢餓,1,,,,,,
ゾラマグナγ,ゾラマグナフットγ,8,3,2,0,50,72,78,4,-3,-1,-2,-3,爆破属性強化,2,見切り,1,熔山龍の奥義,1,,,,
ゼノラージγ,ゼノラージフットγ,8,2,1,1,50,72,78,-3,2,2,2,-4,超会心,1,冥灯龍の神秘,1,,,,,,
エンプレスγ,エンプレスグリーヴγ,8,3,0,0,50,70,76,3,1,1,-3,-2,耳栓,2,挑戦者,1,炎妃龍の恩寵,1,,,,
マムガイラγ,マムガイラグリーヴγ,8,3,1,0,16,72,78,4,-2,3,-4,-2,挑戦者,2,熱ダメージ無効,1,,,,,,
蒼星ノ将α,蒼星ノ将【具足】α,7,3,0,0,13,56,68,2,2,0,0,3,超会心,1,火竜の奥義,1,,,,,,
ダンテα,ダンテレザーα,8,1,1,0,14,64,70,3,-3,3,-3,3,弱点特効,2,,,,,,,,
ドラケンα,ドラケングリーヴα,8,2,0,0,16,72,78,-2,-2,3,-2,4,攻撃,2,超会心,1,竜騎士の証,1,,,,
オリジン,オリジングリーヴ,1,0,0,0,1,6,42,0,0,0,0,0,,,,,,,,,,
ガーディアンα,ガーディアンブーツα,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,
アーロイα,アーロイレッグα,5,2,0,0,11,46,68,1,1,1,1,1,スリンガー装填数ＵＰ,2,蛮顎竜の闘志,1,,,,,,
アーロイγ,アーロイレッグγ,8,3,0,0,,64,70,1,1,1,1,1,スリンガー装填数ＵＰ,2,ランナー,1,蛮顎竜の闘志,1,,,,
リュウ,リュウレッグ,2,0,0,0,3,12,44,2,0,5,-3,2,防御,1,,,,,,,,
リュウα,リュウレッグα,7,1,1,0,14,60,72,2,0,5,-3,2,防御,1,体術,1,火竜の奥義,1,,,,
さくらα,さくらレッグα,6,1,1,0,13,50,70,0,4,0,4,-2,防御,1,回避性能,1,桜火竜の奥義,1,,,,
ゲラルトα,ゲラルトレッグα,8,2,0,0,16,70,76,2,1,-2,-1,3,ランナー,2,見切り,2,ウィッチャーの心得,1,,,,
シリα,シリレッグα,8,2,1,0,50,70,76,-2,-1,2,1,3,回避性能,2,体術,2,,,,,,
防衛隊α,防衛隊【脚甲】α,6,0,0,0,1,50,70,2,0,0,2,3,ランナー,1,精霊の加護,1,,,,,,
EXボーンα,EXボーングリーヴα,9,3,0,0,M1,114,152,2,0,2,0,2,ＫＯ術,1,笛吹き名人,1,,,,,,
EXボーンβ,EXボーングリーヴβ,9,4,0,0,M1,114,152,2,0,2,0,2,ＫＯ術,1,,,,,,,,
EXアロイα,EXアロイグリーヴα,9,3,0,0,M1,114,152,-2,0,-2,-2,0,砥石使用高速化,2,風圧耐性,1,,,,,,
EXアロイβ,EXアロイグリーヴβ,9,4,0,0,M1,114,152,-2,0,-2,-2,0,砥石使用高速化,1,風圧耐性,1,,,,,,
EXランゴα,EXランゴグリーヴα,9,3,0,0,M1,116,154,-2,1,1,1,2,抜刀術【技】,1,麻痺耐性,1,,,,,,
EXランゴβ,EXランゴグリーヴβ,9,4,1,0,M1,116,154,-2,1,1,1,2,抜刀術【技】,1,,,,,,,,
EXタロスα,EXタロスグリーヴα,9,2,1,0,M1,116,154,-1,-1,0,0,2,匠,1,龍属性攻撃強化,1,,,,,,
EXタロスβ,EXタロスグリーヴβ,9,4,1,0,M1,116,154,-1,-1,0,0,2,匠,1,,,,,,,,
EXガライーα,EXガライーブーツα,9,2,1,0,M1,116,154,0,5,0,0,0,水場・深雪適応,2,水属性攻撃強化,2,,,,,,
EXガライーβ,EXガライーブーツβ,9,4,1,0,M1,116,154,0,5,0,0,0,水場・深雪適応,1,水属性攻撃強化,1,,,,,,
EXジャグラスα,EXジャグラスグリーヴα,9,2,1,0,M1,116,154,-2,2,-1,-1,1,満足感,1,体力回復量ＵＰ,1,,,,,,
EXジャグラスβ,EXジャグラスグリーヴβ,9,4,1,0,M1,116,154,-2,2,-1,-1,1,満足感,1,,,,,,,,
EXツィツィα,EXツィツィグリーヴα,9,3,0,0,M1,116,154,0,0,-3,-2,0,睡眠耐性,2,広域化,1,,,,,,
EXツィツィβ,EXツィツィグリーヴβ,9,4,0,0,M1,116,154,0,0,-3,-2,0,睡眠耐性,1,広域化,1,,,,,,
EXギルオスα,EXギルオスグリーヴα,9,1,0,0,M1,116,154,0,-3,2,0,1,麻痺属性強化,2,属性解放／装填拡張,1,,,,,,
EXギルオスβ,EXギルオスグリーヴβ,9,4,0,0,M1,116,154,0,-3,2,0,1,麻痺属性強化,2,,,,,,,,
EXガマルα,EXガマルグリーヴα,9,2,1,0,M1,120,158,2,0,-3,0,2,砲弾装填数ＵＰ,1,爆破属性強化,1,,,,,,
EXガマルβ,EXガマルグリーヴβ,9,4,1,0,M1,120,158,2,0,-3,0,2,砲弾装填数ＵＰ,1,,,,,,,,
EXクルルα,EXクルルグリーヴα,9,2,0,0,M1,116,154,0,-3,0,1,0,見切り,2,アイテム使用強化,1,,,,,,
EXクルルβ,EXクルルグリーヴβ,9,4,0,0,M1,116,154,0,-3,0,1,0,見切り,1,アイテム使用強化,1,,,,,,
EXプケプケα,EXプケプケグリーヴα,9,3,0,0,M1,118,156,0,3,-3,0,1,毒耐性,2,毒属性強化,2,,,,,,
EXプケプケβ,EXプケプケグリーヴβ,9,4,2,0,M1,118,156,0,3,-3,0,1,毒耐性,2,,,,,,,,
EXプケラグーナα,EXプケラグーナグリーヴα,9,1,0,0,M4,132,170,0,3,-2,-3,0,アイテム使用強化,2,水属性攻撃強化,2,,,,,,
EXプケラグーナβ,EXプケラグーナグリーヴβ,9,4,1,0,M4,132,170,0,3,-2,-3,0,アイテム使用強化,2,,,,,,,,
EXボロスα,EXボロスグリーヴα,9,3,1,0,M1,118,156,-3,-1,3,-1,0,気絶耐性,2,ランナー,1,,,,,,
EXボロスβ,EXボロスグリーヴβ,9,4,2,1,M1,118,156,-3,-1,3,-1,0,気絶耐性,2,,,,,,,,
EXジュラα,EXジュラグリーヴα,9,2,0,0,M1,118,156,-1,2,-3,0,0,集中,2,水属性攻撃強化,1,,,,,,
EXジュラβ,EXジュラグリーヴβ,9,4,1,0,M1,118,156,-1,2,-3,0,0,集中,1,水属性攻撃強化,1,,,,,,
EXブランα,EXブラングリーヴα,9,2,0,0,M1,118,156,-3,0,-2,3,2,耳栓,2,氷属性攻撃強化,1,,,,,,
EXブランβ,EXブラングリーヴβ,9,4,0,0,M1,118,156,-3,0,-2,3,2,耳栓,2,,,,,,,,
EXカガチα,EXカガチグリーヴα,9,3,1,0,M1,120,158,0,-3,3,0,0,雷耐性,2,体術,1,,,,,,
EXカガチβ,EXカガチグリーヴβ,9,4,1,1,M1,120,158,0,-3,3,0,0,雷耐性,2,,,,,,,,
EXベニカガチα,EXベニカガチグリーヴα,9,2,0,0,M3,132,148,1,3,-3,-2,1,回避性能,1,体術,1,,,,,,
EXベニカガチβ,EXベニカガチグリーヴβ,9,4,1,0,M3,132,148,1,3,-3,-2,1,納刀術,1,,,,,,,,
EXハイメタα,EXハイメタグリーヴα,9,2,2,1,M1,128,166,0,-1,-2,3,0,砲撃手,2,氷耐性,1,,,,,,
EXハイメタβ,EXハイメタグリーヴβ,9,4,3,0,M1,128,166,0,-1,-2,3,0,砲撃手,1,氷耐性,1,,,,,,
